,movie_title,movie_info,date,genres,content_rating,directors,writers,actors,tomatometer_rating,IMDB_rating,twit_mean_rating,Poster,streaming
0,'71,A young British soldier (Jack O'Connell) must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,2014,"Action & Adventure, Drama",PG-13,Yann Demange,Gregory Burke,"Jack O'Connell, Sean Harris, Jack Lowden, Charlie Murphy, Paul Anderson, Richard Dormer, Martin McCann, David Wilmot, Killian Scott, Paul Popplewell, Babou Ceesay, Corey McKinley, Valene Kane, Ben Peel, Sam Hazeldine, Gerard Jordan, Sam Reid, Barry Keoghan, Dawn Bradfield, Liam McMahon, Joshua Hill, Adam Nagaitis, Ben Williams-Lee, Jonah Russell, Harry Verity, Peter McNeil O'Connor, James McArdle, Andy Moore, Amy Molloy, Aaron Lynch, Tom Cowling, Aaron Monaghan, Eabha MacCabe, Paul Kennedy, Emmet Kirwan, Barry Barnes, Chris Patrick Simpson, Terence Keeley, Jim Sturgeon, Gregory Burke, Cathy White, Joshua Hill Lewis",9.6,7.2,7.354838709677419,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NjE5Njg4M15BMl5BanBnXkFtZTgwMzEyODAzNDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
1,10 Things I Hate About You,"Kat Stratford (Julia Stiles) is beautiful, smart and quite abrasive to most of her fellow teens, meaning that she doesn't attract many boys. Unfortunately for her younger sister, Bianca (Larisa Oleynik), house rules say that she can't date until Kat has a boyfriend, so strings are pulled to set the dour damsel up for a romance. Soon Kat crosses paths with handsome new arrival Patrick Verona (Heath Ledger). Will Kat let her guard down enough to fall for the effortlessly charming Patrick?",1999,Comedy,PG-13,Gil Junger,"Karen McCullah Lutz, Kirsten Smith","Larisa Oleynik, Julia Stiles, Heath Ledger, Andrew Keegan, Joseph Gordon-Levitt, David Krumholtz, Susan May Pratt, Gabrielle Union, Larry Miller, Daryl 'Chill' Mitchell, Allison Janney, David Leisure, Greg Jackson, Kyle Cease, Tarance Houston, Fraser Cameron, Eric Reidman, Quinn Maixner, Demegio Kimbrough, Todd Butler, Benjamin Laurence, Aidan Kennedy, Jelani Quinn, Joshua Thorpe, Heather Taylor, Brian Hood, Aaron Therol, Alice Evans, Travis B. Miller, Laura Kenny, Dennis Mosley, Bianca Kajlich, Nick Vukelic, Jesse Dyer, Carlos La Camara, J.R. Johnson, Wendy Gottlieb, Ari Karczag, Jesper Inglis, Nick Brown, Monique Powell, Brian Mashburn, Kay Hanley, Michael Eisenstein, Craig Hoskins",6.9,7.3,7.6521739130434785,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Amazon Prime, Disney Plus, Hulu"
2,"10,000 B.C.","Mammoth hunter D'Leh (Steven Strait) has long been in love with a beautiful, blue-eyed tribeswoman named Evolet (Camilla Belle). After horseback-riding raiders kidnap most of his D'Leh's fellow tribesmen as well as Evolet, he sets out on a dangerous trek to rescue her from her captors.",2008,"Action & Adventure, Classics, Drama",PG-13,Roland Emmerich,"Harald Kloser, Roland Emmerich","Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zainal, Nathanael Baring, Marco Khan, Reece Ritchie, Joel Fry, Junior Oliphant, Louise Tu'u, David Dennis, Kristian Beazley, Mona Hammond, Jacob Renton, Grayson Hunt Urwin, Fahruq Valley-Omar, Boubacar Badaine, Joe Vaz, Charles Baloyi, Tim Barlow, Gabriel Malema, Mark Simmons, Hannah Westbury, Affif Ben Badra, Mo Zinal, Omar Sharif, Farouk Valley-Omar",0.8,5.1,5.466666666666667,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc2NDMzNDY4Ml5BMl5BanBnXkFtZTYwNzM2Njk3._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
3,100 Girls,A collegian (Jonathan Tucker) searches for a woman he met during a blackout in order to see what she looks like.,2000,"Comedy, Romance",R,Michael Davis,Michael Davis,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Emmanuelle Chirqui, Katherine Heigl, Larisa Oleynik, Jaime Pressly, Marissa Ribisi, Walker Howard, Johnny Green, Aimee Graham, Ange Billman, Kristina Anapau, Rainbeau Mars, Kristine Herold, Anya Marina, Tamara Krinsky, Josephine Angelini, Julieann Steiger, Eric Szmanda, Ivana Bozilovic, Anita Thomas, John O' Hara, Bradley Ross",6.0,5.8,3.75,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0MjA5MjM3NDFeQTJeQWpwZ15BbWU4MDMxODU4ODkx._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
4,101 Dalmatians,"In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",1996,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense",G,"Clyde Geronimi, Hamilton S. Luske, Wolfgang Reitherman, Hamilton Luske",Bill Peet,"Betty Lou Gerson, Cate Bauer, Frederick Worlock, J. Pat O'Malley, Tom Conway, Rod Taylor, Ben Wright, Lisa Davis, Martha Wentworth, George Pelling, Mickey Maga, Barbara Beaird, Queenie Leonard, Marjorie Bennett, Tudor Owen, Mimi Gibson, Sandra Abbott, Paul Wexler, Mary Wickes, Barbara Luddy, David Frankham, Frederic Worlock, Ramsey Hill, Sylvia Marriott, Thurl Ravenscroft, Bill Lee, Max Smith, Bob Stevens, Helene Stanley, Donald Barclay, Dal McKennon, Jeanne Bruns",9.8,5.7,5.642857142857143,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDY3NDQ5M2EtNDM5ZC00YWI0LWEwMzctYjA1M2EwOWE1MDVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",Disney Plus
5,102 Dalmatians,"In this all-new tale, Cruella De Vil (Glenn Close) is released from prison on good behavior vowing that she will have nothing to do with fur ever again. She, however, cannot keep this promise and is soon plotting another ""fur-ocious"" scheme to get her ultimate Dalmatian coat. The fun and adventure shift into high gear as Cruella and the dogs romp through Paris.",2000,"Comedy, Kids & Family",G,Kevin Lima,"Kristen Buckley, Noni White, Bob Tzudiker, Brian Regan, Kevin Lima","Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans, Ian Richardson, Tim McInnerny, Ben Crompton, Carol MacReady, Jim Carter, Ron Cook, Timothy West, David Horovitch, Delphine Annails, Eric Idle, Dick Brannick, Mike Hayley, Nicholas Hutchison, Tim Willcox, June Watson, Tony Bluto, Tessa Vale, John Styles, Kerry Shale, Thierry Lawson, Hugh Futcher, Charles Simon, Dorothea Phillips, Delphine Annaiis",3.1,4.8,6.75,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmEzOTcxNzUtYmVjMS00MzNiLWJjNTEtOTY3MTE2ZjVkMGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Disney Plus
6,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.",2013,Drama,R,Steve McQueen (III),John Ridley,"Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Giamatti, Brad Pitt, Sarah Paulson, Paul Dano, Lupita Nyong'o, Alfre Woodard, Michael Kenneth Williams, Scoot McNairy, Garret Dillahunt, Dwight Henry, Dickie Gravois, Bryan Batt, Ashley Dyke, Kelsey Scott, Quvenzhane Wallis, Tony Bentley, Taran Killam, Christopher Berry, Bill Camp, Mister Mackey Jr., Chris Chalk, Craig Tate, Adepero Oduye, Storm Reid, Tom Proctor, Marc Macaulay, Vivian Fleming-Alvarez, Douglas M. Griffin, John McConnell, Marcus Lyle Brown, Richard Holden, Robert Steinberg, Anwan Glover, J.C. Victor, Liza J. Bennett, Nicole Collins, J.D. Evermore, Andy Dylan, Deneen D. Tyler, Mustafa Harris, Gregory Bright, Austin Purnell, Thomas Francis Murphy, Andre Shanks, Kelvin Harrison Jr., Scott M. Jefferson, Isaiah Jackson, Topsy Chapman, Devin Maurice Evans, Jay Huguley, Devyn Tyler, Willo Jean-Baptiste, Cameron Zeigler",9.5,8.1,8.397970085470085,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
7,127 Hours,"While exploring a remote canyon in Utah, mountaineer and adventurer Aron Ralston (James Franco) becomes trapped when a boulder falls on his arm. Over the next five days, Ralston examines his life and considers his options, leading him to an agonizing choice: to amputate his arm so that he can extricate himself and try to make his way back to civilization or remain pinned to the canyon wall and likely die. Based on Ralston's book, ""Between a Rock and a Hard Place.""",2010,Drama,R,Danny Boyle,"Danny Boyle, Simon Beaufoy","James Franco, Amber Tamblyn, Kate Mara, Kate Burton, Lizzy Caplan, Clémence Poésy, Treat Williams, Peter Joshua, Pieter Jan Brugge, Sean Bolt, Koleman Stinger, John Lawrence, Bailee Michelle Johnson, Rebecca C. Olson, Parker Hadley, Fenton Quinn Jr., Jeffrey Wood, Norman Lehnert, Darin Southam",9.3,7.5,7.709558823529412,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
8,13 Sins,"A desperate, debt-ridden salesman agrees to perform an increasingly hideous set of tasks in order to win millions of dollars.",2014,"Horror, Mystery & Suspense",R,Daniel Stamm,"Daniel Stamm, David Birke","Mark Webber, Rutina Wesley, Devon Graye, Pruitt Taylor Vince, Tom Bower, Ron Perlman, Deneen Tyler, Tom S. Lawson Jr., Sharon Smith, Greg Pearson, Ritchie Montgomery, Brylee Woodard, Sabrina Gennarino, Hugh Ettinger, John McConnell, Robert Larriviere, Jennifer Foreman, Ross Anderson, Judd Lormand, Stephanie Honoré, Thomas Francis Murphy, Bill Scharpf, Donny Boaz, Brittany Alger, Wendy Miklovic, Han Soto, Lance E. Nichols, Joan Rea, Jon Eyez, Christopher Berry, Angela Jones Landry, Stefan Solea, Tyler Forrest, Juliene Joyner, Regis Harrington, Chris Ashworth, Jeffrey Galpin, George Coe, Holly O'Quinn, Richard Burgi, John Grew, Danny Cosmo Higginbottom, Clyde Jones, Nick Epper",6.5,6.3,6.462264150943396,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA0NDIwNjI3OF5BMl5BanBnXkFtZTgwMDMzNzE0MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
9,16 Blocks,"Boozy and world-weary, NYPD Detective Jack Mosley (Bruce Willis) draws a routine assignment to transport trial witness Eddie Bunker (Mos Def) to the courthouse by 10 a.m. The task quickly becomes a deadly game of cat-and-mouse when some of Jack's fellow officers arrive to kill Eddie so that he cannot testify against them. Jack sees a way to redeem his wasted life by protecting the affable Eddie from the would-be assassins.",2006,"Action & Adventure, Drama, Mystery & Suspense",PG-13,Richard Donner,Richard Wenk,"Bruce Willis, Richard Donner, Yasiin Bey, David Morse, Jenna Stern, Casey Sander, Cylk Cozart, David Zayas, Robert Racki, Patrick Garrow, Conrad Pla, Sasha Roiz, Hechter Ubarry, Richard Fitzpatrick, Peter McRobbie, Mike Keenan, Robert Clohessy, Jess Mal Gibbons, Tig Fong, Brenda Pressley, Kim Chan, Carmen Lopez, Scott McCord, David Sparrow, Eduardo Gómez, Sam Kung, Angela Seto, Bernie Henry, Nick Alachiotis, Danny Lima, Claudio Masciulli, Efosa Otuomagie, Christina Orjalo, Richard Wenk, Derek Hoddman, Brian Read, Ryan Wulff, Stephen Kahan, Paul Tuerpé, Cece Neber, Jimmy Chong, Betty Chong, Sam Moses, Kathy Imrie, Jason Burke, Tom Wlaschiha, Scott Douglas, Kameron Louangxay, Victoria Mitchell, Cecil Philips, Rob Weithoff, Jimmy Campbell, Richard Collier, Aaron Ferguson, Bradley Paterson, Paul L.Q. Lee, Heather Dawn, Daryl Dismond, James Lavin, Beatriz Yuste, David Talbolt, Toni Ellwand, Rolando Alvarez Giacoman, Andy Brown",5.6,6.6,6.725,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDEwMzEwMl5BMl5BanBnXkFtZTcwNzM4MTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
10,17 Again,"Mike O'Donnell (Matthew Perry) was a high-school basketball star with a bright future, but he threw it all away to marry his girlfriend and raise their child. Almost 20 years later, Mike's marriage has failed, his kids think he's a loser, and his job is going nowhere. He gets a chance to correct the mistakes of his past and change his life when he is miraculously transformed into a teenager (Zac Efron), but in trying to fix his past, Mike may be jeopardizing his present and future.",2009,"Comedy, Drama, Science Fiction & Fantasy",PG-13,Burr Steers,Jason Filardi,"Zac Efron, Leslie Mann, Thomas Lennon, Sterling Knight, Michelle Trachtenberg, Kat Graham, Adam Gregory (II), Melora Hardin, Hunter Parrish, Nicole Sullivan, Tiya Sircar, Matthew Perry, Tyler Steelman, Allison Miller, Jim Gaffigan, Brian Doyle-Murray, Mario Cassem, Melissa Ordway, Josie Loren, Randy Gordon, Collette Wolfe, Tommy Dewey, Rolfe Kent",5.6,6.4,7.056179775280899,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
11,1984,"A man loses his identity while living under a repressive regime. In a story based on George Orwell's classic novel, Winston Smith (John Hurt) is a government employee whose job involves the rewriting of history in a manner that casts his fictional country's leaders in a charitable light. His trysts with Julia (Suzanna Hamilton) provide his only measure of enjoyment, but lawmakers frown on the relationship -- and in this closely monitored society, there is no escape from Big Brother.",1956,"Drama, Science Fiction & Fantasy, Romance",R,Michael Radford,"Michael Radford, Jonathan Gems","John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack, Gregor Fisher, James Walker, Andrew Wilde, John Hughes, David Trevena, David Cann, Anthony Benson, Peter Frye, Roger Lloyd-Pack, Rupert Baderman, Corinna Seddon, Martha Parsey, Merelina Kendall, P.J. Nicholas, Lynne Radford, Pip Donaghy, Shirley Stelfox, Janet Key, Hugh Walters, Robert Putt, Christine Hargreaves, Garry Cooper, Matthew Scurfield, John Golightly, Rolf Saxon, Ole Oldendorp, Eddie Stacey, Norman Bacon, John Foss, Carey Wilson, Mitzi McKenzie, Phyllis Logan, Pam Gems, Joscik Barbarossa, John Boswall, Bob Flag",7.4,6.9,7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGJmNDM3MjAtMzYyZC00ZTE1LWE0MjgtZjk0YTAwMDhjNGIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
12,"20,000 Days on Earth",A therapist's questions and a visit to a voluminous archive propel a dramatization of a day in the life of musician and cultural icon Nick Cave.,2014,"Documentary, Musical & Performing Arts, Special Interest",NR,"Iain Forsyth, Jane Pollard","Iain Forsyth, Jane Pollard, Nick Cave","Nick Cave, Warren Ellis, Kylie Minogue, Ray Winstone, Darian Leader, Blixa Barjeld, Blixa Bargeld, Janine Barrand, Thomas Wydler, Martyn Casey, Conway Savage, Jim Sclavunos, Barry Adamson, George Vjestica",9.5,7.4,7.68,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzOTI2NjkxM15BMl5BanBnXkFtZTgwNjg4MDgyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
13,"20,000 Leagues Under The Sea","In 1866, Professor Pierre M. Aronnax (Paul Lukas) and his assistant Conseil (Peter Lorre), stranded in San Francisco by reports of a giant sea monster attacking ships in the Pacific Ocean, are invited to join an expedition to search for the creature. During the search, they and harpooner Ned Land (Kirk Douglas) are thrown overboard during an attack, eventually discovering that the supposed monster is actually a submarine piloted by the brilliant but haunted Captain Nemo (James Mason).",1916,"Action & Adventure, Drama, Kids & Family",G,Richard Fleischer,Earl Felton,"James Mason, Kirk Douglas, Paul Lukas, Peter Lorre, Robert J. Wilke, Carleton Young, Bob Wilke, Ted de Corsia, Percy Helton, Ted Cooper, Eddie Marr, Fred Graham, Esmeralda, J.M. Kerrigan, Harry Harvey, Herb Vigran",8.9,6.1,7.909090909090909,"https://images-na.ssl-images-amazon.com/images/M/MV5BODViYWZhNGUtOTU4My00YWM1LTg2MWUtOTVlNjRhZGJkNGViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Disney Plus
14,2012,"Earth's billions of inhabitants are unaware that the planet has an expiration date. With the warnings of an American scientist (Chiwetel Ejiofor), world leaders begin secret preparations for the survival of select members of society. When the global cataclysm finally occurs, failed writer Jackson Curtis (John Cusack) tries to lead his family to safety as the world starts falling apart.",2009,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13,Roland Emmerich,"Roland Emmerich, Harald Kloser","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Zlatko Burik, Zlatko Buric, Beatrice Rosen, Alexandre Haussmann, Philippe Haussmann, Johann Urb, John Billingsley, Chin Han, Osric Chau, Chang Tseng, Lisa Lu, Blu Mankuma, George Segal, Stephen McHattie, Patrick Bauchau, Jimi Mistry, Ryan McDonald, Merrilyn Gann, Henry O, Patrick Gilmore, Dean Marshall, Ronald Selmour, Viv Leacock, Chris Boyd, Donna Yamamoto, Doron Bell Jr., David Orth, Lyndall Grant, Jason Diablo, Ty Olsson, Zinaid Memisevic, Vincent Cheng, Igor Morozov, B.J. Harrison, Dominic Zamprogna, Karin Konoval, Mary Gillis, Rick Tae, Parm Soor, Gerard Plunkett, Paul Tryl, Andrei Kovski, Val Cole, Eve Harlow, Sean Tyson, Leonard Tenisci, Michael Buffer, Daren A. Herbert, Craig Stanghetta, Mateen Devji, Qayam Devji, Jody Thompson, Tanya Champoux, Frank C. Turner, Kinua McWatt, Laara Sadiq, Gillian Barber, Candus Churchill, Beverley Elliott, Agam Darshi, Raj Lal, Pesi Daruwalla, Jacob Blair, Jay Williams, Denny Miller, Anna Mae Routledge, John Stewart, Ryan Cook, Brandon Haas, Eddie Hassell, Betty Phillips, Georgina Hegedos, Luis Javier, Dean Redman, Gordon Lai, Mark Docherty, Mark Oliver, Andrew Moxham, Alexandra Castillo, Farouk A. Afify, Shaun Wilson, S. Leo Chiang, Elizabeth Richard, Kyle Riefsnyder, John Mee, George Trochta, Geoff Gustafson, Alex Zahara, Jase-Anthony Griffith, Jill Morrison, Thomas Parkinson, Leona Naidoo, Quentin Guyon, Nicole Rudell, Chad Riley, Simon Leung, Kevin Haaland, Leigh Burrows, Roland Emmerich",3.9,5.8,5.979381443298969,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
15,21,"Ben Campbell (Jim Sturgess), a brilliant student at Massachusetts Institute of Technology, needs some quick cash to pay his tuition bills. He joins a group of students who, under the leadership of unorthodox professor Mickey Rosa (Kevin Spacey), use their math skills to win big in Las Vegas. Seduced by a beautiful teammate (Kate Bosworth) and loads of money, Ben learns that the stakes are higher than he ever imagined when he crosses paths with casino enforcer Cole Williams (Laurence Fishburne).",2000,"Drama, Mystery & Suspense",PG-13,Robert Luketic,"Peter Steinfeld, Allan Loeb","Jim Sturgess, Kate Bosworth, Laurence Fishburne, Kevin Spacey, Aaron Yoo, Liza Lapira, Jacob Pitts, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin, Donna Lows, Butch Williams, Jeffrey Ma, Frank Patton, Steven Richard Vezina, Chaska T. Werner, Kyle D. Morris, Ernell Manabat, Frankie DeAngelo, Marcus Weiss, Anthony DiMaria, Christopher Holley, Scott Clark Beringer, Terasa Livingstone, Jeff Dashnaw, Colin Angle, Supriya Chakrabarti, Bradley Thoennes, Kieu Chinh, Alice Lo, Sally Livingston, Henry Houh, Frank Chen, Spencer Garrett, Celeste Oliva, Tom McGowan, Ruby Hondros, Christian Mello, Greg Seymore",3.5,7.3,7.154545454545454,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","Amazon Prime, Hulu, Netflix"
16,21 Grams,"In a film that plays with the idea of straightforward storytelling, a group of troubled people find that they are linked in unpredictable ways. Paul Rivers (Sean Penn) is an academic dealing with a terminal heart condition, but his life is changed by a car crash that seems unrelated to his ailment. The traffic accident, involving ex-con Jack Jordan (Benicio Del Toro) and the husband of Cristina Peck (Naomi Watts), is one that ruins lives but ultimately also resurrects them.",2003,Drama,R,Alejandro González Iñárritu,"Guillermo Arriaga, Guillermo Arraiga, Alejandro González Iñárritu","Sean Penn, Naomi Watts, Benicio Del Toro, Charlotte Gainsbourg, Melissa Leo, Clea DuVall, Danny Huston, Carly Nahon, Claire Pakis, Nick Nichols, John Rubinstein, Eddie Marsan, Loyd Keith Salter, Antef A. Harris, Marc Musso, Teresa Delgado, Terry Dee Draper, Tony Guyton, Wayne E. Beech Jr., Keith Lamont Johnson, David Chattam Jr., John Boyd West, Jeff Schmidt, Tony Vaughn, Paul Calderon, Denis O'Hare, Anastasia Herin, Carlo Alban, Hai Quang Tran, Annie Corley, Sharon Bishop, Jerry Chipman, Tom Irwin, Roberto Medina, Arita Trahan, Rodney Ingle, Catherine Dent, Kevin Chapman, Randall Hartzog, Verda Davenport-Booher, Dorothy Armstrong-Miles, Barclay Roberts, Lisa Sanchez, Stephen Bridgewater, Michael Finnell, Juan Corrigan, Charlie B. Brown, Arron Shiver, Pamela Blair, Jennifer Pfalzgraff, Lew Temple, Tricia Branch",8.0,7.6,8.11111111111111,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
17,28 Days,"The story of Gwen Cummings (Sandra Bullock), a successful New York writer living in the fast lane and everyone's favorite party girl -- until she gets drunk with boyfriend Jasper (Dominic West), borrows her sister's (Elizabeth Perkins) wedding limo and earns herself a stay in court-ordered rehab.",2000,"Comedy, Drama",PG-13,Betty Thomas,Susannah Grant,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins, Steve Buscemi, Azura Skye, Alan Tudyk, Mike O'Malley, Marianne Jean-Baptiste, Reni Santoni, Diane Ladd, Margo Martindale, Susan Krebs, Loudon Wainwright III, Katie Scharf, Meredith Deane, Elizabeth Ruscio, Kathy Payne, Lisa Sutton, Joanne Pankow, Corinne Reilly, Andrew Dolan, Maeve McGuire, Jim Moody, Christina Chang, Adam Pervis, Dan Byrd, Ric Reitz, Suellen Yates, Frank Hoyt Taylor, Brittani Warrick, Elijah Kelley, Mike Dooly, Wendee Pratt, Bill Anagnos, Terry Adams, Tom Ardolino, Joey Spampinato, Johnny Spampinato, Jason Fuchs, Steve Hansen, Julie St. Claire, Jack Armstrong, Judith Chapman, Suzanne Davis, Rod McCary",3.3,6.1,7.090909090909091,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDlkMmE5ZTEtNTA0YS00OTBjLTgyYmEtMGExMzJkOTRjNDg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
18,28 Days Later,"A group of misguided animal rights activists free a caged chimp infected with the ""Rage"" virus from a medical research lab. When London bike courier Jim (Cillian Murphy) wakes up from a coma a month after, he finds his city all but deserted. On the run from the zombie-like victims of the Rage, Jim stumbles upon a group of survivors, including Selena (Naomie Harris) and cab driver Frank (Brendan Gleeson), and joins them on a perilous journey to what he hopes will be safety.",2002,"Horror, Science Fiction & Fantasy",R,Danny Boyle,"Danny Boyle, Alex Garland","Cillian Murphy, Naomie Harris, Brendan Gleeson, Megan Burns, Christopher Eccleston, Luke Mably, Stuart McQuarrie, Ricci Harnett, Leo Bill, Junior Laniyan, Ray Panthaki, Sanjay Rambaruth, Marvin Campbell, Noah Huntley, Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider, Toby Sedgwick, Christopher Dunne, Emma Hitching, Alexander Delamere, Kim McGarrity, Justin Hackney",8.7,7.5,7.175324675324675,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
19,28 Hotel Rooms,A night of casual sex between a New York novelist (Chris Messina) and an accountant (Marin Ireland) from Seattle unexpectedly leads to a long-distance relationship that lasts for several years.,2012,"Drama, Romance",NR,Matt Ross,Matt Ross,"Marin Ireland, Chris Messina",4.7,5.7,4.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwOTM5NTMwMF5BMl5BanBnXkFtZTcwNjU5ODIzNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
20,28 Weeks Later...,"Six months after the original epidemic, the rage virus has all but annihilated the population of the British Isles. Nevertheless the U.S. Army declares the danger past, and American soldiers arrive to restore order and begin reconstruction. Refugees return to British soil, but one of them carries a deadly secret: The virus is not gone and is even more dangerous than before.",2007,"Horror, Mystery & Suspense, Science Fiction & Fantasy",R,Juan Carlos Fresnadillo,"Rowan Joffe, Enrique Lopez Lavigne, Juan Carlos Fresnadillo, Jesús Olmo","Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau, Catherine McCormack, Idris Elba, Mackintosh Muggleton, Imogen Poots, Amanda Walker, Shahid Ahmed, Garfield Morgan, Emily Beecham, Beans El-Balawi, Amanda Lawrence, Simon Delaney, Drew Rhys-Williams, Raymond Waring, Kish Sharma, Stewart Alexander, Philip Bulcock, Tom Bodell, Andrew Byron, Sarah Finigan, Jane Thorne, Chris Ryman, Meghan Popiel, Tristan Tait, William Meredith, Maeve Rya, Thomas Garvey, Ed Coleman, Karen Meagher, Matthew Reeves, Roderic Culver",7.1,6.9,6.97196261682243,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
