,movie_title,movie_info,date,genres,content_rating,directors,writers,actors,tomatometer_rating,IMDB_rating,twit_mean_rating,Poster,streaming
868,Indiana Jones and the Kingdom of the Crystal Skull,"It's the height of the Cold War, and famous archaeologist Indiana Jones (Harrison Ford), returning from his latest adventure, finds out his job at Marshall College is in jeopardy. He meets Mutt (Shia La Beouf), a young man who wants Indy to help him find the legendary Crystal Skull of Akator, and the pair set out for Peru. However, deadly agent Irina Spalko (Cate Blanchett) is searching for the powerful artifact, too, because the Soviets believe it can help them conquer the world.",2008,Action & Adventure,PG-13,Steven Spielberg,David Koepp,"Harrison Ford, Shia LaBeouf, Cate Blanchett, Karen Allen, John Hurt, Ray Winstone, Jim Broadbent, Igor Jijikine, Dimitri Diatchenko, Ilia Volok, Emmanuel Todorov, Pavel Lychnikoff, Andrew Divoff, Venya Manzyuk",7.8,6.2,6.444444444444445,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
869,Indiana Jones and the Last Crusade,"An art collector appeals to Jones to embark on a search for the Holy Grail. He learns that another archaeologist has disappeared while searching for the precious goblet, and the missing man is his own father, Dr. Henry Jones. The artifact is much harder to find than they expected, and its powers are too much for those impure in heart.",1989,Action & Adventure,PG-13,Steven Spielberg,Jeffrey Boam,"Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Richard Young, Alex Hyde-White, Kevork Malikyan, Paul Maxwell, Robert Eddison, Alexei Sayle, Julie Eccles, Bradley Gregg, Jeff O'Haco, Vernon Dobtcheff, Mrs. Glover, J.J. Hardy, Vince Deadrick, Marc Miles, Ted Grossman, Tim Hiser, Larry Sanders, Frederick Jaeger, Jerry Harte, Billy J. Mitchell, Martin Gordon, Paul Humpoletz, Tom Branch, Graeme Crowther, Luke Hanson, Chris Jenkinson, Nicola Scott, Louis Sheldon, Stefan Kalipha, Peter Pacey, Pat Roach, Suzanne Roquette, Eugene Lipinski, George Malpas, Nina Almond",8.8,8.2,8.483333333333333,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
870,Indiana Jones and the Temple of Doom,The second of the Lucas/Spielberg Indiana Jones epics is set a year or so before the events in Raiders of the Lost Ark. Indy needs to retrieve a precious gem and several kidnapped young boys on behalf of a remote East Indian village. This time he teams up with a night club singer and a 12-year old boy.,1984,Action & Adventure,PG,Steven Spielberg,"Gloria Katz, Steven Spielberg, George Lucas, Willard Huyck","Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri, Philip Stone, Roshan Seth, David Yip, Roy Chiao, Ric Young, Chua Kah Joo, Rex Ngui, Philip Tann, Dan Aykroyd, Akio Mitamura, Michael Yama, D.R. Nanayakkara, Dharmadasa Kuruppu, Stany de Silva, Ruby DeMiel, D.M. Denawake, I. Serasinghe, Dharshana Panangala, Raj Singh, Frank Olegario, Ahmed El Shenawi, Art Repola, Nizwar Karanj, Pat Roach, Moti Mokan, Mellan Mitchell, Bhasker Patel, Karen Young",8.4,7.5,7.448,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNzI4OTA5OV5BMl5BanBnXkFtZTcwMDQ2MjAxNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
871,Infamous,"In Kansas, with childhood friend Harper Lee (Sandra Bullock), author Truman Capote (Toby Jones) developed an intense and complex relationship with convicted killer Perry Smith (Daniel Craig) while researching what would become one of his greatest works, ""In Cold Blood.""",2003,Drama,R,"Douglas McGrath, Doug McGrath","George Plimpton, Douglas McGrath","Toby Jones, Sandra Bullock, Daniel Craig, Peter Bogdanovich, Jeff Daniels, Hope Davis, Gwyneth Paltrow, Isabella Rossellini, Juliet Stevenson, Sigourney Weaver, John Benjamin Hickey, Michael Panes, Lee Pace, Mark Rubin, Steve Schwelling, Glover Gill, Rey Arteaga, Justin Sherburn, Andrew Halbreich, Terru Bennett, Glover Jamison Bennett, Marco Perella, Bethlyn Gerard, Libby Villari, Lee Ritchey, Joey Basham, Brent McCoy, Gail Cronauer, Marian Aleta Jones, Terri Zee, Morgan Farris, Austin Chittim, Richard Jones, Brian Shoop, Frank Curcio, Brady Coleman, Terri Merritt Bennett, Paul Mitchell Wright, Mitch Baker, Grant James, Terri Pipkin, Ray Gestaut, Sheila Bailey-Lucas, Richard Dillard, Joe Cordi, Norman Jamison Bennett, Brett Brock, Leticia Trejo, Brady Hender, Zachary Burnett, Dennis Letts, Gabriel Folse, Charles Mooneyhan, J.D. Young, Steve Flanagin, Michael Conway, Michael Kosarin",7.4,8.0,7.454545454545454,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDg0OTc3NV5BMl5BanBnXkFtZTcwNTI3MzgzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
872,Inglourious Basterds,"It is the first year of Germany's occupation of France. Allied officer Lt. Aldo Raine (Brad Pitt) assembles a team of Jewish soldiers to commit violent acts of retribution against the Nazis, including the taking of their scalps. He and his men join forces with Bridget von Hammersmark, a German actress and undercover agent, to bring down the leaders of the Third Reich. Their fates converge with theater owner Shosanna Dreyfus, who seeks to avenge the Nazis' execution of her family.",2009,"Action & Adventure, Drama",R,Quentin Tarantino,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth, Martin Wuttke, Mike Myers, Julie Dreyfus, Richard Sammel, Alexander Fehling, Rod Taylor, Sönke Möhring, Samm Levine, Paul Rust, Michael Bacall, Arndt Schwering-Sohnrey, Petra Hartung, Volker Zack Michalowski, Ken Duken, Christian Berkel, Annie-Sophie Franck, Anne-Sophie Franck, Léa Seydoux, Tina Rodriguez, Lena Friedrich, Ludger Pistor, Jana Pallaske, Wolfgang Lindner, Michael Kranz, Rainer Bock, Andre Penvern, Sebastian Hülk, Buddy Joe Hooker, Carlos Fidel, Christian Brückner, Hilmar Eichhorn, Patrick Elias, Eva Löbau, Salvadore Brandt, Jasper Linnewedel, Wilifried Hochholdinger, Wilfried Hochholdinger, Olivier Girard, Michael Scheel, Leo Plank, Andreas Tietz, Bo Svenson, Enzo G. Castellari",8.9,8.4,8.44847775175644,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
873,Ink,A man (Chris Kelly) must save his daughter (Quinn Hunchar) from a world where the forces of light and darkness wage war.,1996,"Action & Adventure, Science Fiction & Fantasy",NR,Jamin Winans,Jamin Winans,"Christopher Soren Kelly, Quinn Hunchar, Jennifer Batter, Jeremy Make, Jessica Duffy, Eme Ikwuakor, Shelby Malone",10.0,6.1,8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNzE4NjUwM15BMl5BanBnXkFtZTcwMzUyODg5Mg@@._V1_UY268_CR1,0,182,268_AL_.jpg",Amazon Prime
874,Inkheart,"Mo (Brendan Fraser) and his daughter, Meggie, have the ability to bring storybook characters to life just by reading aloud. That gift backfires when he accidentally summons Capricorn, the evil villain of the novel ""Inkheart."" Mo and Meggie must find a way to send him back to his literary realm, but the task will not be easy, for the malefactor likes his new world and will not leave it voluntarily.",2008,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG,Iain Softley,David Lindsay-Abaire,"Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Rafi Gavron, Sienna Guillory, Eliza Bennett, Jessie Cave, Matt King, Jennifer Connelly, Jamie Foreman, Steve Speirs, Stephen Graham, Tereza Srbova, John Thomson, Lesley Sharp, Paul Kasey, Richard Strange, Roger Allam, Mirabel O'Keefe, Mamix Van Den Broeke",3.9,6.1,7.090909090909091,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTc2MDEwN15BMl5BanBnXkFtZTcwMTA5ODQ5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
875,Inside Llewyn Davis,"In 1961 New York City, folk singer Llewyn Davis (Oscar Isaac) is at a crossroads. Guitar in hand, he struggles against seemingly insurmountable obstacles to make a name for himself in the music world, but so far, success remains elusive. Relying on the kindness of both friends and strangers, Llewyn embarks on an odyssey that takes him from the streets of Greenwich Village to a Chicago club, where awaits a music mogul who could give him the big break that he desperately needs.",2013,Drama,R,"Ethan Coen, Joel Coen","Ethan Coen, Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund, Justin Timberlake, F. Murray Abraham, Jeanine Serralles, Ethan Phillips, Robin Bartlett, Max Casella, Jerry Grayson, Adam Driver, Stark Sands, Alex Karpovsky, Helen Hong, Bradley Mott, Michael Rosner, Bonnie Rose, Jack A. O'Connell, Ricardo Cordero, Sylvia Kauders, Ian Jarvis, Diane Findlay, Ian Blackman, Steve Routman, Susan Blommaert, Amelia McClain, James Colby, Charlotte Booker, Mike Houston, Sam Haft, Jason Shelton, Frank Ridley, John Ahlin, Jake Ryan, Declan Bennett, Erik Hayden, Daniel Everidge, Jeff Takacs, Nancy Blake, Stephen Payne, Roberto Lopez, Benjamin Pike",9.2,7.4,7.597809076682316,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
876,Inside Out,An ex-convict must protect his best friend from a crime boss.,1971,"Drama, Sports & Fitness",PG-13,Brian Stewart,Brian Stewart,"Victor Liu, Joe Estevez, San Banarje",2.5,7.7,8.490716180371352,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NjM5NTE4NF5BMl5BanBnXkFtZTcwMzg0NDg0Ng@@._V1_UY268_CR21,0,182,268_AL_.jpg","Amazon Prime, Disney Plus"
877,Insidious,"Parents (Patrick Wilson, Rose Byrne) take drastic measures when it seems their new home is haunted and their comatose son (Ty Simpkins) is possessed by a malevolent entity.",2008,Horror,PG-13,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye, Leigh Whannell, Angus Sampson, Barbara Hershey, Andrew Astor, Kelly Devoto, Corbett Tuck, Heather Tocquigny, Ruben Pla, John Henry Binder, Joseph Bishara, Philip Friedman, J LaRose",6.6,6.0,6.838235294117647,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
878,Inspector Gadget,"John Brown (Matthew Broderick) is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda (Joely Fisher), a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny (Michelle Trachtenberg), and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",1983,"Action & Adventure, Comedy, Kids & Family",PG,David Kellogg,"Andy Heyward, Jean Chalopin, Bruno Bianchi, Dana Olsen, Kerry Ehrin, Zak Penn, Jeff Berry","Matthew Broderick, Rupert Everett, Joely Fisher, Cheri Oteri, Andy Dick, Michelle Trachtenberg, Dabney Coleman, Mike Hagerty, D.L. Hughley, Rene Auberjonois, Frances Bay, Cliff Emmich, Jennifer Ingersol, Brian Tibbetts, Bob Gaynor, Richard Penn, J.P. Manoux, Sam Brown, Brad Blaisdel, Sonya Eddy, Katsy Chappell, Don Adams",2.1,6.8,5.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Disney Plus, Netflix"
879,Intermission,"After Dublin resident John (Cillian Murphy) attempts a ""trial"" breakup with his girlfriend (Kelly Macdonald), she starts dating a middle-aged banker, and John quickly realizes his mistake. A chance encounter introduces him to small-time crook Lehiff (Colin Farrell), and together they team up to get revenge on the banker by stealing from his bank. Unluckily for them, a local hotshot police detective (Colm Meaney) has it out for Lehiff, and his increased scrutiny threatens to unravel their plot.",2001,"Comedy, Drama, Mystery & Suspense",R,"John Crowley, James Crowley",Mark O'Rowe,"Colin Farrell, Cillian Murphy, Shirley Henderson, Kelly Macdonald, Colm Meaney, David Wilmot, Brian F. O'Byrne, Michael McElhatton, Deirdre O'Kane, Owen Roe, Tom O'Sullivan, Ger Ryan, Neili Conroy, Taylor Molloy, Tomas O'Suilleabhain, Kerry Condon, Johnny Thompson, Emma Bolger, Deirdre Molloy, Derry Power, John Rogan, Tom Farrelly, Gerry Moore, Pat Laffan, Darragh Kelly, Barbara Bergin, Tom Jordan Murphy, Conor Lovett, Rory Keenan, Pascal Scott, Hannah McCabe, Mikel Murfi, Conleth Hill, Norma Sheahan, Cathy Belton, Jeremy Anthony Earle, Catherine Farrell, Laurence Kinlan, Patrick Murray, Conor McDermottroe, Denis Conway, Jeff O'Toole, Conor Lambert, Simon Delaney, Ruth McCabe, Jane Brennan, David Herlihy, Michael Hayes, Karl Shiels",7.3,7.2,9.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNjQzNzYyMF5BMl5BanBnXkFtZTcwNDg0MzUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
880,Internal Affairs,"In the Los Angeles Police Department, Officer Dennis Peck (Richard Gere) is a divisive figure, loved by those who are loyal to him and looked on with suspicion by others. His disreputable behavior and dubious finances arouse the suspicion of Internal Affairs, and Sgt. Raymond Avila (Andy Garcia) and his partner (Laurie Metcalf) are assigned to investigate. When a series of witnesses are murdered, Avila realizes his life is in danger, along with that of his wife's (Nancy Travis).",1988,"Drama, Mystery & Suspense",R,Mike Figgis,Henry Bean,"Richard Gere, Andy Garcia, Nancy Travis, Laurie Metcalf, Richard Bradford, William Baldwin, Michael Beach, Faye Grant, Katherine Borowitz, Heather Lauren Olsen, John Kapelos, Joseph Mazzello, Harry Murphy, Ron Vawter, John Getz, Annabella Sciorra, Billie Neal, Susan Forristal, Scott Lincoln, Lew Hopson, Richard B. Whitaker, Julio Oscar Mechoso, Deryn Warren, Valerie Wildman, Allan Havey, Jimmy Ortega, Marco Rodriguez, Arlen Dean Snyder, Elijah Wood, Victoria Dillard, Carrie Frazier, Xander Berkeley, Justin Derosa, John Capodice, Pamella D'Pella, Helen Lin, Tyde Kierney, Dinah Lenney, Shani Ginsberg, Waldemar Kalinowski",8.8,6.2,6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmU1MmU4NjEtYmNjNS00NWJkLTkzYWQtMGY4OWU2ZDU4ZWMxL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
881,Intersection,"During a car accident, Vincent Eastman (Richard Gere) watches his whole life flash before his eyes, and he doesn't like what he sees. While maintaining the semblance of a marriage with his wife, Sally (Sharon Stone), Vincent has been carrying on with a mistress, Olivia (Lolita Davidovich). She's everything Sally isn't -- warm, passionate, carefree. So why can't he choose between the two, especially when his indecision is taking its toll on his daughter (Jenny Morrison) ?",1994,"Drama, Romance",R,Mark Rydell,"David Rayfiel, Marshall Brickman","Richard Gere, Sharon Stone, Lolita Davidovich, Martin Landau, David Selby, Jennifer Morrison, Lynn Stalmaster, Ron White, Matthew Walker, Scott Bellis, Patricia Harras, Keegan MacIntosh, A.C. Peterson, Sandra P. Grant, Jay Brazeau, Betty Phillips, Robyn Stevan, Dave Hurtubise, Gary Jones, Gerry McAteer, Christine Lippa, Denalda Williams, Eli Gabay, Akiko Morison, Barney McFadden, Kevin McNulty, Mikal Dughi, Paul McLean, Mark Roberts, Marlene Worrall, Ted Deeken, Thomas Heaton, Bill Finck, Carol Whiteman, Stacy Grant, Andrew Guy, Suki Kaiser, Tom Heaton, Christine Hendra, Timothy Webber, Christopher J. Tuck, Gary Chalk, Veena Sood, Tim Battle, Nancy Cawsey, Katherine McLaren, D'Arcy Lawrence, Ron Chartier, Denise Beaudry, Jon Cuthbert, Susan Astley, Loretta Bailey, Margaret Nelson",0.9,5.3,6.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMDc1MDAwOF5BMl5BanBnXkFtZTcwMTM1MjIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","Amazon Prime, Hulu, Netflix"
882,Into The Forest,"In the wilds of the Pacific Northwest, two sisters (Ellen Page, Evan Rachel Wood) must fight for survival after an apocalyptic blackout leaves them without gas, water, electricity or cellphones.",2019,"Art House & International, Drama, Science Fiction & Fantasy",R,Patricia Rozema,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund, Wendy Crewson, Bethany Brown, Jordana Largy, Simon Longmore, Sandy Sidhu, Brittany Willacy, Ronin Cara, Owen Cara, Crystal Pite, Lorne Cardinal, Katherine Cowie",7.6,3.4,6.294117647058823,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MDkzNDMxMl5BMl5BanBnXkFtZTgwOTE3ODg4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
883,Into the Night,"Ed Okin (Jeff Goldblum) leads a joyless existence. He hates his job as an aerospace engineer. To make matters worse, his wife is cheating on him. Well, take heart Ed, your life is about to get a lot more interesting, really fast. While at the airport, he bumps into beautiful but ditsy jewel thief Diana (Michelle Pfeiffer), on the run from an ensemble of thugs (David Bowie, Dan Aykroyd, Roger Vadim) who will stop at nothing to recover the emeralds she has pilfered.",1985,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",R,John Landis,"Ron Koslow, John Landis","Jeff Goldblum, Michelle Pfeiffer, Richard Farnsworth, David Bowie, Stacey Pickren, Carmen Argenziano, Andrew Marton, Sue Dugan, Elizabeth Solorzano, Dan Aykroyd, Robert Paynter, David Cronenberg, Robert Moberly, John Hostetter, Dick Balduzzi, Cal Worthington, Jack Arnold, Wes Dawn, Christopher George, Eddy Donno, Richard Franklin, Ali Madani, Michael Zand, Hadi Sadjadi, Bruce Gramian, John Landis, Hope Clarke, Eric Lee, Jake Steinfeld, Sue Bowser, Waldo Salt, Viola Kates Stimpson, Bruce McGill, Creighton Chaney, Jon Stephen Fink, Dedee Pfeiffer, Richard A. Baker, Colin Higgins, Kathryn Harrold, Daniel Petrie Sr., David Sosna, Mark Levine, William B. Kaplan, Don Steel, Jonathan Kaufer, Paul Mazursky, Saul Kahan, Rory Barish, Jean Pelton, Jonathan Lynn, Paul Bartel, Bill Taylor, Jim Bentley, Houshang Touzie, Slavka Budinova, Erica Sakai, Beruce Gramian, Carl Perkins, Don Siegel, Peggy Sands, Jim Henson, Robert Traynor, Art Evans, Bud Abbott, Lou Costello, Bela Lugosi, Rick Baker, Lon Chaney Jr, Domingo Ambriz, Amy Heckerling, Robert LaBassiere, Yacob Salih, Roger Vadim, Jack Roberts, Dian Roberts, Reid Smith, Rusdi Lane, Lawrence Kasdan, Peggy Sanders, Vera Miles, Irene Papas, Pete Ellis, Hassan Ildari, Zorah Ramsey, Beulah Quo, Patricia Gaul, Clu Gulager, Jonathan Demme, Tracy Hutchinson, Gene Whittington, Carl Gottlieb, Alma Beltran",3.8,5.7,7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3ODQ5NDExN15BMl5BanBnXkFtZTgwMDA5ODAxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
884,Into the Wild,"Christopher McCandless (Emile Hirsch), son of wealthy parents (Marcia Gay Harden, William Hurt), graduates from Emory University as a top student and athlete. However, instead of embarking on a prestigious and profitable career, he chooses to give his savings to charity, rid himself of his possessions, and set out on a journey to the Alaskan wilderness.",2007,"Action & Adventure, Drama",R,Sean Penn,Sean Penn,"Emile Hirsch, Marcia Gay Harden, William Hurt, Catherine Keener, Hal Holbrook, Vince Vaughn, Jena Malone, Brian Dierker, Kristen Stewart, Zach Galifianakis, Thure Lindhardt, Robin Mathews",8.3,8.1,8.34008097165992,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
885,Into the Woods,"As the result of the curse of a once-beautiful witch (Meryl Streep), a baker (James Corden) and his wife (Emily Blunt) are childless. Three days before the rise of a blue moon, they venture into the forest to find the ingredients that will reverse the spell and restore the witch's beauty: a milk-white cow, hair as yellow as corn, a blood-red cape, and a slipper of gold. During their journey, they meet Cinderella, Little Red Riding Hood, Rapunzel and Jack, each one on a quest to fulfill a wish.",1998,"Kids & Family, Musical & Performing Arts",PG,Rob Marshall,"Rob Marshall, James Lapine","Meryl Streep, Emily Blunt, James Corden, Anna Kendrick, Chris Pine, Johnny Depp, Tracey Ullman, Christine Baranski, Daniel Huttlestone, Lilla Crawford, Billy Magnussen, Tammy Blanchard, Lucy Punch, Joanna Riding, Simon Russell Beale, Frances de la Tour, Annette Crosbie, MacKenzie Mauzy, Richard Glover, David Georgiou, Gioacchino Jim Cuffaro, Andy Hayes, Scott Plumridge, Bern Collaco, Paul Gemignani",7.1,7.4,6.163265306122449,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTQ5NDg4OV5BMl5BanBnXkFtZTcwMTY0MTkyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",Disney Plus
886,Intruders,"Two children, one in Spain and the other in England, are terrorized by a hooded, faceless phantom that has seemingly sprung from the pages of the horror stories they wrote. The creature, called Hollow Face, appears nightly above the bed of young Juan (Izán Corchero), leading his mother to seek help from a priest (Daniel Brühl). Meanwhile, British girl Mia (Ella Purnell) watches as Hollow Face creeps out of her closet and attacks, while her father (Clive Owen) is helpless to defend her.",1984,"Horror, Mystery & Suspense",R,Juan Carlos Fresnadillo,"Jaime Marques, Nicolás Casariego","Clive Owen, Carice van Houten, Daniel Brühl, Ella Purnell, Izan Corchero, Pilar López de Ayala, Kerry Fox, Héctor Alterio, Adrian Rawlins, Michael Nardone, Mark Wingett, Peter McNeil O'Connor, Mary Woodwine, Lolita Chakrabarti, Ralph Ineson, Adam Leese, Raymond Wearing, Ella Hunt, Imogen Gray, Roque Banos",3.2,6.6,5.875,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1ODQ4NTIyOF5BMl5BanBnXkFtZTcwNzIwOTUzNw@@._V1_UY268_CR1,0,182,268_AL_.jpg","Amazon Prime, Hulu"
887,Invasion of the Body Snatchers,"In Santa Mira, California, Dr. Miles Bennell (Kevin McCarthy) is baffled when all his patients come to him with the same complaint: their loved ones seem to have been replaced by emotionless impostors. Despite others' dismissive denials, Dr. Bennell, his former girlfriend Becky (Dana Wynter) and his friend Jack (King Donovan) soon discover that the patients' suspicions are true: an alien species of human duplicates, grown from plant-like pods, is taking over the small town.",1956,"Classics, Mystery & Suspense, Science Fiction & Fantasy",PG,Don Siegel,Daniel Mainwaring,"Kevin McCarthy, Dana Wynter, Larry Gates, Carolyn Jones, King Donovan, Jean Willes, Ralph Dumke, Virginia Christine, Tom Fadden, Kenneth Patterson, Guy Way, Eileen Stevens, Beatrice Maude, Jean Andren, Bobby Clark, Everett Glass, Dabbs Greer, Pat O'Malley, Guy Rennie, Don Siegel, Marie Selland, Whit Bissell, Robert Clark, Sam Peckinpah, Richard Deacon, Harry J. Vejar",9.8,7.7,7.666666666666667,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzNkMjcyNTctNzM5MC00ZDU3LWE4ZTEtZDI1MWE3NTA5ZDRkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
888,Invictus,"Following the fall of apartheid, newly elected President Nelson Mandela (Morgan Freeman) faces a South Africa that is racially and economically divided. Believing he can unite his countrymen through the universal language of sport, Mandela joins forces with Francois Pienaar (Matt Damon), captain of the rugby team, to rally South Africans behind a bid for the 1995 World Cup Championship.",2009,"Drama, Sports & Fitness",PG-13,Clint Eastwood,Anthony Peckham,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie, Sibongile Nojila, Bonnie Henna, Shakes Myeko, Louis Minaar, Danny Keogh, Dan Robbertse, Robin Smith, David Dukas, Grant Swanby, Josias Moleele, Langley Kirkwood, Robert Hobbs (II), Melusi Yeni, Daniel Hadebe, Jodi Botha, Vuyo Dabula, Hennie Bosman, Refiloe Mpakanyane, Jakkie Groenewald, Murray Todd, Japan Mthembu, Albert Maritz, Sello Motloung, Meren Reddy, Lida Botha, Susan Danford, Sylvia Mngxekeza, James Lithgow, Malusi Skenjana, Bart Fouche, Johnny Cicco, Wayne Harrison, Ashley Taylor, Gift Loetlela, Kgosi Mongake, Given Stuurman, Vuyolwethu Stevens, Ayabulela Stevens, Nambitha Mpumlwana, Andre Jacobs, JR Redlinghaus, McNeil Hendricks, Zak Feaunati, Roger Kellaway",7.7,7.3,7.978260869565218,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
889,Invincible,"""Invincible"" tells the true story of Zishe Breibart, a Jewish blacksmith from eastern Poland who travels to Berlin in the 1930s to join a night club cabaret. He is billed as the world's strongest man -- a claim that is not well received by the rising Nazi party. Using his role as the modern day Sampson to defend his own people, Zishe embarks on an inevitable path to tragedy.",1992,"Art House & International, Drama",PG-13,Werner Herzog,Werner Herzog,"Tim Roth, Jouko Ahola, Anna Gourari, Max L. Raab, Gustav Peter Wöhler, Renate Krößner, Max Raabe, Udo Kier, Jacob Wein, Herbert Golder, Ben-Tzion Hershberg, Gary Bart, Rebecca Wein, Raphael Wein, Daniel Wein, Chana Wein, Torsten Hammann, Jurgis Krasons, Klaus Stiglmeier, James Reeves, Ulrich Bergfelder, Jakov Rafalson, Ieva Aleksandrova, Natalie Holtom, Karin Kern, Amanda Lawford, Francesca Marino, Beatrix Reiterer, Adrianne Richards, Sabine Schreitmiller, Kristy Wone, Rudolph Herzog, Les Bubb, Tina Bordhin, Sylvia Vas, Hans-Jurgen Schmiebusch, Joachim Paul Assböck, Alexander Duda, Klaus Händl, Hark Bohm, Anthony Bramall, André Hennicke, Ilga Martinsone, Valerijs Iskevic, Juris Strenga, Grigorij Kravec, James Mitchell, Milena Gulbe, Peter Ruehring, Gerd Lukas Storzer, Beat Presser, Jurgen Klein, Ieva Jursta, Peteris Lapins, Gregori Kravitc, Nikita Kobrin, Daniel Schuster, Ivars Zvingulis, Hivars Visockis, Juris Silins, Guntis Pilsums",5.4,6.3,7.097560975609756,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MDcxMzQ4MV5BMl5BanBnXkFtZTcwMzI2NzAwMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg","Amazon Prime, Disney Plus"
